customer_id,gender,senior_citizen,partner,dependent,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movie,contract,paperless_bill,payment_method,monthly_charge,total_charge,churn
3496-LFSZU,male,0,yes,no,4,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,no,electronic-check,70.5,294.2,no
5242-UOWHD,male,0,yes,yes,45,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,mail-check,20.35,929.2,no
2482-CZGBB,male,0,no,no,10,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,70.0,740.0,yes
6479-SZPLM,male,0,yes,yes,36,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,credit-card,19.45,754.5,no
8097-VBQTZ,male,0,no,no,54,yes,no,DSL,yes,yes,no,yes,yes,no,month-to-month,yes,mail-check,69.9,3883.3,no
4500-HKANN,male,0,yes,yes,23,yes,yes,DSL,no,yes,no,yes,no,no,2-year,no,mail-check,59.7,1414.2,no
9917-KWRBE,female,0,yes,yes,41,yes,yes,DSL,yes,yes,yes,no,yes,no,1-year,yes,credit-card,78.35,3211.2,no
3420-ZDBMA,male,1,no,no,5,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,mail-check,71.45,371.6,no
2212-LYASK,male,0,yes,yes,27,no,no-phone-service,DSL,no,yes,yes,no,no,yes,1-year,yes,credit-card,45.85,1246.4,no
1393-IMKZG,female,0,no,no,1,yes,no,fiber-optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic-check,95.85,95.85,no
8069-RHUXK,female,0,yes,yes,67,no,no-phone-service,DSL,yes,no,no,yes,no,no,2-year,no,credit-card,35.7,2545.7,no
3398-GCPMU,female,1,yes,yes,72,yes,yes,DSL,yes,yes,yes,yes,yes,yes,2-year,yes,credit-card,89.55,6448.85,no
2908-WGAXL,female,0,yes,yes,56,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,yes,credit-card,24.95,1468.9,no
3378-AJRAO,male,0,yes,yes,44,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,electronic-check,24.85,1013.6,no
1013-QCWAM,female,1,yes,no,66,yes,yes,fiber-optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic-check,100.8,6690.75,no
0866-QLSIR,female,0,no,no,34,yes,yes,DSL,yes,yes,no,yes,no,no,1-year,yes,mail-check,64.4,2088.75,yes
6050-FFXES,female,0,yes,no,69,yes,yes,fiber-optic,no,no,yes,yes,yes,yes,2-year,no,bank-transfer,105.35,7240.65,no
7181-BQYBV,female,0,yes,yes,1,yes,yes,fiber-optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic-check,102.45,102.45,yes
0362-RAOQO,female,0,no,no,40,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,credit-card,19.65,830.25,no
9554-DFKIC,male,0,yes,yes,30,yes,yes,DSL,yes,no,no,no,no,no,month-to-month,yes,bank-transfer,54.45,1588.7,no
5527-ACHSO,female,0,no,no,11,yes,no,DSL,no,no,no,yes,yes,yes,month-to-month,no,mail-check,70.5,829.3,no
0829-DDVLK,female,0,no,no,15,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,credit-card,20.1,302.45,no
1399-UBQIU,male,0,no,no,11,yes,no,DSL,no,no,yes,no,yes,yes,month-to-month,yes,electronic-check,69.35,712.25,no
1813-JLKWR,female,0,yes,yes,64,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,bank-transfer,19.8,1336.65,no
0336-PIKEI,male,1,yes,no,72,yes,no,DSL,yes,yes,yes,yes,yes,no,2-year,no,bank-transfer,74.4,5360.75,no
7322-OCWHC,male,1,yes,no,72,yes,yes,fiber-optic,yes,yes,yes,yes,no,no,2-year,yes,bank-transfer,93.05,6735.05,no
9537-VHDTA,female,0,no,yes,1,yes,no,DSL,yes,no,no,no,no,no,month-to-month,no,mail-check,51.2,51.2,no
4957-TIALW,female,0,no,yes,15,yes,no,DSL,yes,yes,yes,yes,no,no,1-year,no,credit-card,65.6,1010.0,no
2054-PJOCK,female,0,no,no,60,yes,yes,DSL,no,no,yes,yes,yes,yes,1-year,no,credit-card,80.55,4847.05,no
9150-HEPMB,male,0,no,no,56,yes,no,DSL,yes,no,yes,no,no,no,1-year,no,mail-check,52.7,3019.7,no
9030-QGZNL,female,0,no,no,8,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,mail-check,20.85,161.65,no
6204-IEUXJ,female,0,no,no,3,yes,no,fiber-optic,no,no,yes,yes,no,no,month-to-month,no,credit-card,80.1,217.55,yes
3126-WQMGH,female,0,yes,no,49,yes,yes,DSL,no,no,no,no,no,no,month-to-month,yes,credit-card,52.15,2583.75,no
4529-CKBCL,female,0,no,no,2,yes,no,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,80.2,146.05,yes
2506-CLAKW,female,0,no,no,6,yes,no,fiber-optic,yes,yes,yes,yes,no,yes,month-to-month,yes,bank-transfer,98.15,567.45,yes
7176-WRTNX,male,0,no,no,70,yes,yes,fiber-optic,yes,yes,yes,yes,yes,yes,2-year,yes,bank-transfer,114.95,7711.25,no
1583-IHQZE,male,0,no,no,12,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,month-to-month,yes,mail-check,112.95,1384.75,yes
5732-IKGQH,male,1,yes,no,52,yes,no,fiber-optic,yes,no,yes,yes,yes,yes,1-year,yes,bank-transfer,104.45,5481.25,no
9239-GZHZE,female,0,yes,no,72,yes,yes,fiber-optic,yes,yes,yes,yes,yes,yes,2-year,yes,credit-card,113.65,8124.2,no
7205-BAIAD,female,0,no,no,40,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,yes,bank-transfer,20.6,827.3,no
0151-ONTOV,female,0,no,no,1,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,no,mail-check,70.9,70.9,yes
4140-MUHUG,female,1,no,no,3,yes,no,fiber-optic,no,no,yes,no,yes,no,month-to-month,yes,electronic-check,86.85,220.95,yes
0093-EXYQL,female,1,no,no,40,yes,no,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,91.55,3673.6,no
8064-RAVOH,male,0,no,yes,1,yes,no,DSL,no,no,yes,no,no,no,month-to-month,yes,electronic-check,49.85,49.85,no
0219-QAERP,male,0,yes,no,30,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,credit-card,19.8,576.65,no
0320-JDNQG,male,0,yes,yes,23,yes,no,fiber-optic,yes,no,no,yes,yes,yes,month-to-month,yes,electronic-check,99.85,2331.3,yes
7180-PISOG,male,0,yes,yes,1,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,74.5,74.5,yes
9168-INPSZ,female,1,yes,no,44,yes,yes,fiber-optic,no,no,yes,yes,yes,yes,month-to-month,no,electronic-check,104.15,4495.65,no
3571-RFHAR,male,0,no,no,65,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic-check,109.15,6941.2,yes
0015-UOCOJ,female,1,no,no,7,yes,no,DSL,yes,no,no,no,no,no,month-to-month,yes,electronic-check,48.2,340.35,no
5334-AFQJB,male,1,no,no,72,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,yes,credit-card,25.1,1789.9,no
2754-SDJRD,female,1,no,no,8,yes,yes,fiber-optic,no,no,no,yes,yes,yes,month-to-month,yes,credit-card,100.15,908.55,no
9578-VRMNM,female,0,no,no,16,yes,yes,DSL,no,no,yes,no,no,yes,month-to-month,yes,credit-card,65.2,1043.35,yes
1587-FKLZB,male,1,yes,yes,66,yes,yes,fiber-optic,no,no,yes,no,yes,yes,month-to-month,yes,credit-card,99.5,6822.15,yes
6140-QNRQQ,male,0,no,no,1,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,mail-check,71.55,71.55,yes
8963-JLGJT,male,0,no,yes,3,yes,no,DSL,yes,no,yes,no,no,no,month-to-month,no,mail-check,55.9,157.55,no
4307-KTUMW,male,0,yes,no,53,yes,yes,fiber-optic,yes,no,yes,no,no,yes,month-to-month,no,electronic-check,93.9,5029.2,yes
1465-LNTLJ,male,1,yes,no,8,yes,no,DSL,no,no,yes,yes,no,yes,month-to-month,yes,credit-card,64.4,581.7,no
5440-FLBQG,male,1,yes,no,69,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,2-year,yes,bank-transfer,108.4,7318.2,yes
2135-DQWAQ,female,0,no,no,5,yes,no,fiber-optic,no,yes,no,no,yes,no,month-to-month,yes,mail-check,85.3,420.45,no
4056-QHXHZ,female,0,yes,yes,72,yes,yes,fiber-optic,yes,no,yes,yes,yes,yes,2-year,no,mail-check,107.45,7576.7,no
7470-MCQTK,female,0,yes,no,13,no,no-phone-service,DSL,no,no,yes,no,yes,yes,month-to-month,yes,bank-transfer,48.75,633.4,yes
7488-MXJIV,female,0,no,no,4,yes,yes,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,85.65,321.65,yes
7401-JIXNM,female,0,yes,yes,54,yes,yes,DSL,yes,yes,yes,yes,yes,yes,2-year,no,credit-card,91.3,4965.0,no
9339-FIIJL,male,0,yes,no,72,yes,yes,DSL,no,yes,yes,yes,yes,yes,2-year,no,bank-transfer,85.95,6151.9,no
2027-FECZV,male,0,no,no,12,yes,yes,fiber-optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic-check,106.7,1253.9,yes
2672-DZUOY,male,0,no,no,1,no,no-phone-service,DSL,no,no,no,no,no,no,month-to-month,yes,electronic-check,25.15,25.15,yes
4706-DGAHW,male,1,no,no,1,yes,no,DSL,no,no,no,no,no,no,month-to-month,no,electronic-check,45.2,45.2,no
3870-MQAMG,female,0,yes,no,54,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,1-year,no,electronic-check,110.35,5893.15,yes
6670-MFRPK,male,0,yes,yes,69,yes,yes,fiber-optic,no,no,yes,no,no,no,2-year,yes,credit-card,79.2,5420.65,no
6177-PEVRA,female,0,no,no,48,yes,no,DSL,yes,yes,no,no,no,no,2-year,no,credit-card,55.5,2627.35,no
4800-CZMPC,female,0,yes,yes,48,yes,yes,fiber-optic,yes,yes,no,no,yes,yes,1-year,yes,credit-card,103.25,5037.55,yes
4813-HQMGZ,female,0,yes,no,8,yes,yes,fiber-optic,no,no,no,yes,no,yes,month-to-month,yes,electronic-check,90.25,743.75,no
7579-KKLOE,male,0,yes,yes,71,yes,yes,DSL,yes,yes,yes,yes,yes,yes,2-year,yes,mail-check,91.25,6589.6,no
7377-DMMRI,male,0,no,no,2,yes,no,DSL,yes,no,no,no,no,no,month-to-month,yes,electronic-check,47.8,92.45,yes
8402-EIVQS,male,0,yes,no,67,yes,no,fiber-optic,yes,yes,no,no,yes,yes,1-year,yes,credit-card,100.9,6733.15,no
4947-DSMXK,male,0,yes,yes,34,yes,yes,fiber-optic,no,yes,no,no,yes,yes,month-to-month,yes,bank-transfer,97.7,3410.0,no
7245-NIIWQ,female,0,no,no,3,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,69.85,199.85,no
0002-ORFBO,female,0,yes,yes,9,yes,no,DSL,no,yes,no,yes,yes,no,1-year,yes,mail-check,65.6,593.3,no
3324-OIRTO,male,0,yes,yes,71,yes,no,fiber-optic,yes,yes,yes,no,yes,yes,1-year,yes,bank-transfer,104.65,7288.4,no
5414-OFQCB,male,0,no,no,57,yes,yes,fiber-optic,no,no,no,yes,yes,no,2-year,yes,credit-card,90.45,5229.8,no
4967-WPNCF,male,0,no,no,72,no,no-phone-service,DSL,yes,yes,yes,yes,yes,yes,2-year,yes,bank-transfer,63.7,4464.8,no
8552-OBVRU,female,1,yes,yes,48,yes,no,fiber-optic,yes,no,yes,yes,yes,yes,month-to-month,yes,electronic-check,104.5,5068.05,no
8499-BRXTD,male,0,no,no,18,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,mail-check,20.1,401.85,no
9154-QDGTH,male,0,yes,yes,43,yes,yes,fiber-optic,no,no,yes,yes,yes,yes,1-year,yes,credit-card,104.3,4451.85,no
8197-BFWVU,female,0,yes,yes,72,yes,yes,DSL,yes,yes,yes,yes,yes,yes,2-year,yes,bank-transfer,93.25,6688.95,no
2577-GVSIL,male,0,yes,yes,35,yes,yes,DSL,no,no,no,yes,yes,yes,1-year,yes,bank-transfer,73.45,2661.1,no
9367-OIUXP,male,0,no,no,4,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,mail-check,20.7,73.05,no
6770-UAYGJ,female,0,yes,yes,49,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,mail-check,25.25,1211.65,no
6463-HHXJR,female,0,yes,yes,71,yes,yes,fiber-optic,yes,yes,yes,no,yes,no,2-year,no,bank-transfer,100.5,7030.65,no
7928-VJYAB,male,0,yes,yes,11,yes,no,fiber-optic,no,no,no,no,yes,yes,month-to-month,no,electronic-check,90.6,1020.2,no
1187-WILMM,male,0,yes,yes,63,yes,yes,DSL,yes,yes,yes,yes,yes,yes,2-year,yes,credit-card,89.4,5597.65,no
9776-OJUZI,female,1,no,no,65,yes,yes,fiber-optic,no,yes,yes,no,yes,no,month-to-month,yes,bank-transfer,95.45,6223.3,no
1306-RPWXZ,female,0,no,yes,49,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,credit-card,20.45,1024.65,no
8949-JTMAY,female,0,no,no,29,yes,yes,fiber-optic,no,no,yes,no,yes,yes,month-to-month,yes,credit-card,98.6,2933.2,yes
2774-LVQUS,female,1,yes,no,15,yes,yes,fiber-optic,no,no,yes,yes,no,no,month-to-month,yes,electronic-check,83.05,1258.3,yes
3097-PYWXL,female,0,yes,yes,4,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,electronic-check,19.95,82.9,no
2266-SJNAT,female,0,yes,no,72,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,1-year,no,credit-card,109.15,7789.6,no
0869-PAPRP,female,1,yes,no,26,yes,no,fiber-optic,no,no,yes,no,yes,no,month-to-month,yes,credit-card,85.7,2067.0,no
4238-JSSWH,female,1,yes,no,35,yes,yes,fiber-optic,no,no,yes,no,yes,yes,month-to-month,no,bank-transfer,102.05,3452.55,no
2972-YDYUW,female,0,no,no,57,yes,yes,fiber-optic,no,yes,no,yes,no,yes,1-year,no,electronic-check,94.7,5468.95,no
1104-FEJAM,male,0,yes,yes,28,yes,yes,DSL,no,yes,no,no,no,yes,month-to-month,no,electronic-check,64.4,1802.15,no
2809-ILCYT,female,0,yes,no,25,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,yes,mail-check,26.8,733.55,no
5499-ECUTN,female,0,yes,no,47,yes,no,DSL,yes,no,yes,no,yes,no,1-year,yes,credit-card,66.05,3021.45,no
4981-FLTMF,female,0,yes,yes,57,yes,yes,DSL,yes,yes,no,yes,no,no,month-to-month,no,bank-transfer,65.2,3687.85,no
9121-PHQSR,male,1,yes,no,16,yes,yes,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,credit-card,85.05,1391.15,no
3113-IWHLC,male,0,no,no,5,yes,no,DSL,yes,no,yes,no,no,no,month-to-month,yes,mail-check,55.8,274.35,no
3211-ILJTT,male,0,yes,no,17,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,bank-transfer,70.4,1214.05,yes
4612-THJBS,female,1,no,no,56,yes,yes,fiber-optic,no,yes,yes,no,yes,yes,1-year,yes,bank-transfer,104.75,5510.65,yes
4277-BWBML,male,0,yes,yes,72,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,bank-transfer,19.95,1322.85,no
4094-NSEDU,female,1,no,no,21,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,94.25,1973.75,yes
0234-TEVTT,female,0,yes,yes,48,no,no-phone-service,DSL,yes,no,yes,no,no,yes,1-year,no,credit-card,45.0,2196.3,no
4304-TSPVK,female,0,yes,no,68,yes,yes,fiber-optic,yes,yes,yes,yes,yes,yes,2-year,no,bank-transfer,114.9,7843.55,no
1552-AAGRX,female,0,no,no,30,yes,yes,fiber-optic,yes,no,no,yes,yes,yes,month-to-month,no,bank-transfer,106.4,3211.9,no
2637-FKFSY,female,0,yes,no,3,yes,no,DSL,no,no,no,no,no,no,month-to-month,yes,mail-check,46.1,130.15,no
9796-MVYXX,female,1,no,no,14,no,no-phone-service,DSL,yes,no,yes,yes,no,no,2-year,no,mail-check,39.7,692.35,no
7874-ECPQJ,female,0,no,yes,4,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,bank-transfer,20.05,85.5,no
0020-INWCK,female,0,yes,yes,71,yes,yes,fiber-optic,no,yes,yes,no,no,yes,2-year,yes,credit-card,95.75,6849.4,no
7089-RKVSZ,male,0,yes,yes,8,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,mail-check,24.4,203.95,no
2683-JXWQQ,male,0,yes,yes,61,no,no-phone-service,DSL,yes,no,yes,no,no,no,month-to-month,no,bank-transfer,33.6,2117.2,no
9548-ZMVTX,male,0,yes,yes,72,yes,yes,fiber-optic,no,yes,yes,yes,no,no,2-year,no,bank-transfer,90.45,6565.85,no
8739-XNIKG,female,0,no,no,5,yes,yes,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,84.0,424.75,no
9755-JHNMN,female,0,no,no,49,yes,no,DSL,yes,yes,yes,yes,no,no,2-year,no,bank-transfer,67.4,3306.85,no
3981-QSVQI,male,0,no,no,8,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,bank-transfer,19.7,168.9,no
2789-HQBOU,male,0,no,no,3,yes,no,fiber-optic,no,no,no,no,no,yes,month-to-month,yes,electronic-check,80.35,253.8,no
9424-CMPOG,male,0,yes,yes,9,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,mail-check,19.6,197.4,no
5067-WJEUN,male,0,yes,yes,67,yes,no,DSL,yes,yes,no,no,no,no,2-year,yes,bank-transfer,54.2,3838.2,no
3450-WXOAT,male,0,no,no,46,yes,no,DSL,no,no,no,no,no,no,month-to-month,yes,credit-card,45.2,2065.15,no
9251-WNSOD,female,0,yes,no,67,yes,yes,DSL,yes,yes,yes,no,no,yes,1-year,no,mail-check,75.1,5064.45,no
6974-DAFLI,female,0,yes,no,55,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,electronic-check,19.7,1140.05,no
2616-UUTFK,male,0,yes,no,33,yes,yes,DSL,yes,yes,yes,no,yes,no,month-to-month,yes,bank-transfer,72.75,2447.45,no
7064-JHXCE,male,0,yes,yes,62,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,credit-card,20.05,1263.9,no
5103-MHMHY,female,0,no,yes,1,yes,no,DSL,no,no,no,no,no,no,month-to-month,no,mail-check,45.95,45.95,yes
7989-AWGEH,male,0,yes,yes,49,no,no-phone-service,DSL,yes,no,no,no,no,yes,month-to-month,yes,electronic-check,39.2,1838.15,no
4373-VVHQL,male,0,no,no,1,yes,no,DSL,no,no,no,no,no,no,month-to-month,yes,electronic-check,44.75,44.75,no
4559-UWIHT,male,0,yes,no,14,yes,yes,fiber-optic,no,yes,yes,no,no,no,month-to-month,yes,electronic-check,82.65,1185.0,no
7268-IGMFD,male,1,no,no,18,yes,yes,fiber-optic,no,no,yes,yes,yes,no,month-to-month,no,bank-transfer,93.9,1743.9,no
1846-XWOQN,female,1,no,no,1,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,70.15,70.15,yes
0235-KGSLC,female,0,no,no,1,yes,no,fiber-optic,no,no,yes,no,yes,no,month-to-month,yes,credit-card,85.55,85.55,yes
6650-BWFRT,female,0,yes,no,72,yes,yes,fiber-optic,yes,yes,yes,yes,yes,yes,2-year,yes,credit-card,117.15,8529.5,no
9570-KYEUA,male,0,no,no,64,yes,yes,fiber-optic,yes,no,yes,yes,no,yes,2-year,no,credit-card,99.25,6549.45,no
6993-YGFJV,male,0,yes,no,69,yes,yes,fiber-optic,yes,yes,yes,yes,yes,yes,2-year,yes,bank-transfer,112.55,7806.5,no
2712-SYWAY,female,0,no,no,1,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,electronic-check,25.7,25.7,no
0730-BGQGF,male,0,yes,yes,71,yes,yes,DSL,yes,yes,yes,yes,yes,yes,2-year,no,credit-card,90.3,6287.3,no
5498-IBWPI,female,0,yes,yes,66,yes,no,DSL,no,no,no,yes,no,no,1-year,yes,credit-card,49.4,3251.85,no
9101-NTIXF,male,0,no,no,2,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,mail-check,19.4,50.6,no
0013-SMEOE,female,1,yes,no,71,yes,no,fiber-optic,yes,yes,yes,yes,yes,yes,2-year,yes,bank-transfer,109.7,7904.25,no
9314-QDMDW,male,0,no,no,11,yes,no,DSL,no,yes,no,no,yes,no,1-year,yes,electronic-check,61.25,729.95,no
9308-ANMVE,male,0,no,yes,47,yes,no,DSL,yes,yes,no,no,no,no,month-to-month,yes,electronic-check,55.3,2654.05,no
2884-GBPFB,female,0,yes,no,35,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,70.3,2416.55,yes
3757-NJYBX,male,1,yes,no,32,yes,yes,fiber-optic,no,yes,yes,no,yes,yes,month-to-month,no,bank-transfer,106.35,3520.75,yes
3413-DHLPB,male,0,yes,yes,60,yes,yes,fiber-optic,no,yes,no,yes,yes,yes,month-to-month,yes,bank-transfer,103.75,5969.95,no
7649-PHJVR,male,0,no,no,11,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,mail-check,19.5,226.8,no
6114-TCFID,female,0,no,no,29,no,no-phone-service,DSL,yes,yes,no,yes,no,no,1-year,no,credit-card,39.5,1082.75,no
3787-TRIAL,male,0,yes,yes,21,no,no-phone-service,DSL,no,no,no,no,no,no,month-to-month,yes,electronic-check,26.05,565.75,no
2573-GYRUU,male,1,yes,no,48,yes,yes,fiber-optic,no,no,yes,no,no,yes,month-to-month,yes,credit-card,91.05,4370.75,no
5156-UMKOW,female,0,no,yes,3,no,no-phone-service,DSL,no,yes,no,no,no,no,month-to-month,no,mail-check,29.65,90.05,no
1247-QBVSH,female,0,yes,yes,43,yes,no,DSL,no,yes,no,no,no,no,month-to-month,no,mail-check,50.2,2169.4,no
6734-GMPVK,male,0,no,no,5,yes,yes,fiber-optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic-check,105.3,550.6,no
9822-OAOVB,female,0,no,no,1,yes,no,DSL,no,no,no,no,no,yes,month-to-month,yes,electronic-check,55.45,55.45,no
6161-ERDGD,male,0,yes,yes,71,yes,yes,DSL,yes,no,yes,yes,yes,yes,1-year,no,electronic-check,85.45,6300.85,no
1226-JZNKR,female,0,yes,yes,8,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,electronic-check,19.8,160.05,no
7318-EIVKO,male,0,no,no,8,yes,yes,DSL,no,no,no,no,yes,no,month-to-month,yes,electronic-check,59.25,436.6,no
3771-PZOBW,male,0,no,no,20,yes,yes,fiber-optic,no,no,yes,no,yes,no,month-to-month,yes,credit-card,90.7,1781.35,no
5136-KCKGI,female,0,yes,yes,33,yes,yes,fiber-optic,yes,no,yes,no,yes,yes,1-year,yes,mail-check,103.7,3467.0,yes
8231-BSWXX,male,0,no,no,71,yes,yes,fiber-optic,no,yes,no,no,no,no,1-year,yes,credit-card,79.05,5552.5,no
6486-LHTMA,female,1,yes,no,31,yes,yes,fiber-optic,no,no,yes,no,yes,no,1-year,yes,electronic-check,90.7,2835.5,no
4083-BFNYK,female,1,yes,no,38,yes,yes,fiber-optic,yes,yes,no,no,no,yes,1-year,no,credit-card,95.0,3591.25,no
3722-WPXTK,male,0,no,no,1,yes,no,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,88.35,88.35,yes
7389-KBFIT,female,0,yes,yes,2,no,no-phone-service,DSL,no,yes,no,no,no,no,month-to-month,yes,mail-check,30.25,63.75,no
7176-WIONM,female,0,yes,no,12,no,no-phone-service,DSL,no,no,yes,no,yes,yes,month-to-month,yes,bank-transfer,49.85,617.15,no
5141-ZUVBH,female,0,no,yes,9,yes,no,fiber-optic,yes,no,yes,yes,no,yes,month-to-month,no,bank-transfer,93.0,870.25,no
1089-HDMKP,male,1,no,yes,11,yes,no,DSL,no,yes,no,yes,no,no,month-to-month,yes,electronic-check,54.55,601.25,no
7623-HKYRK,male,0,no,yes,6,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,mail-check,19.7,111.65,no
0310-SUCIN,female,0,yes,no,71,yes,no,DSL,yes,yes,yes,yes,yes,yes,1-year,yes,bank-transfer,84.8,6046.1,no
5197-PYEPU,female,0,yes,yes,42,yes,yes,fiber-optic,yes,yes,no,no,yes,no,1-year,yes,credit-card,94.45,3923.8,no
2929-ERCFZ,female,0,yes,yes,8,yes,no,fiber-optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic-check,94.2,777.3,yes
7548-SEPYI,female,0,no,no,5,yes,no,fiber-optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic-check,96.25,512.45,yes
8835-VSDSE,female,0,yes,no,2,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,70.7,141.45,yes
6619-RPLQZ,female,0,yes,yes,45,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,mail-check,20.85,892.15,no
3275-RHRNE,male,0,yes,yes,28,no,no-phone-service,DSL,no,yes,yes,yes,yes,yes,1-year,yes,credit-card,60.0,1682.05,no
3503-TYDAY,female,0,yes,no,43,yes,yes,fiber-optic,no,yes,no,no,no,no,month-to-month,no,electronic-check,80.45,3398.9,no
6901-GOGZG,male,0,no,yes,60,yes,yes,DSL,yes,no,yes,yes,yes,yes,2-year,yes,electronic-check,84.95,4984.85,no
1623-NLDOT,female,0,yes,no,42,no,no-phone-service,DSL,no,yes,no,yes,no,no,1-year,no,mail-check,33.55,1445.3,yes
7021-XSNYE,male,0,yes,yes,7,no,no-phone-service,DSL,yes,no,yes,yes,no,yes,2-year,no,credit-card,49.65,305.55,no
9621-OUPYD,female,0,yes,no,25,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,yes,bank-transfer,20.2,507.9,no
